Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
12/11/2025;22:57;23:08;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;11
12/11/2025;23:41;00:11;LU-02 Usinage;Nuit;MA-10;Panne mécanique;30
12/11/2025;00:48;01:21;LU-02 Usinage;Nuit;CS-10;Changement de série;33
12/11/2025;01:57;02:04;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;7
12/11/2025;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
12/11/2025;07:59;08:18;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;19
12/11/2025;08:49;09:27;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;38
12/11/2025;10:05;10:28;LC-03 Conditionnement;Matin;CS-20;Attente outillage;23
12/11/2025;10:57;11:12;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;15
12/11/2025;11:43;12:01;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;18
13/11/2025;06:56;07:36;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
13/11/2025;07:57;08:11;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;14
13/11/2025;08:43;09:37;LA-01 Assemblage;Matin;MA-10;Panne mécanique;54
13/11/2025;10:07;10:37;LA-01 Assemblage;Matin;CS-10;Changement de série;30
13/11/2025;11:04;11:12;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;8
13/11/2025;13:54;14:34;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
13/11/2025;14:45;14:58;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;13
13/11/2025;15:28;15:59;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;31
13/11/2025;16:12;16:27;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;15
13/11/2025;16:46;16:57;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;11
13/11/2025;17:27;17:47;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;20
13/11/2025;06:29;07:09;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
13/11/2025;07:21;07:45;LU-02 Usinage;Matin;MA-30;Défaut automatisme;24
13/11/2025;08:03;08:15;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;12
13/11/2025;08:48;09:03;LU-02 Usinage;Matin;AP-20;Composant non conforme;15
13/11/2025;13:57;14:37;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
13/11/2025;15:14;15:44;LU-02 Usinage;Après-midi;CS-20;Attente outillage;30
13/11/2025;16:16;16:31;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;15
13/11/2025;17:07;17:17;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;10
13/11/2025;17:49;18:25;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;36
13/11/2025;21:37;22:17;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
13/11/2025;22:29;22:37;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;8
13/11/2025;23:07;23:39;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;32
13/11/2025;00:17;00:37;LU-02 Usinage;Nuit;LO-20;Saturation aval;20
13/11/2025;01:07;01:23;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;16
13/11/2025;01:36;01:50;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;14
13/11/2025;06:47;07:27;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
13/11/2025;07:55;08:28;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;33
13/11/2025;08:53;09:09;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;16
14/11/2025;06:45;07:25;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
14/11/2025;07:50;08:03;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;13
14/11/2025;08:37;09:11;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;34
14/11/2025;09:46;10:03;LA-01 Assemblage;Matin;LO-20;Saturation aval;17
14/11/2025;10:33;11:04;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;31
14/11/2025;11:32;11:42;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;10
14/11/2025;13:52;14:32;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
14/11/2025;14:40;14:54;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;14
14/11/2025;15:20;15:35;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;15
14/11/2025;06:32;07:12;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
14/11/2025;07:28;07:49;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;21
14/11/2025;07:57;08:18;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;21
14/11/2025;08:35;08:48;LU-02 Usinage;Matin;CS-20;Attente outillage;13
14/11/2025;09:16;09:42;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;26
14/11/2025;13:55;14:35;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
14/11/2025;15:13;15:49;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;36
14/11/2025;16:17;16:49;LU-02 Usinage;Après-midi;CS-10;Changement de série;32
14/11/2025;17:08;17:16;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;8
14/11/2025;17:25;17:58;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;33
14/11/2025;18:21;18:31;LU-02 Usinage;Après-midi;LO-20;Saturation aval;10
14/11/2025;21:41;22:21;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
14/11/2025;22:43;23:00;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;17
14/11/2025;23:20;23:31;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;11
14/11/2025;06:56;07:36;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
14/11/2025;08:11;08:36;LC-03 Conditionnement;Matin;CS-10;Changement de série;25
14/11/2025;08:55;09:08;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;13
14/11/2025;09:32;09:50;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;18
17/11/2025;06:52;07:32;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
17/11/2025;07:44;09:03;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;79
17/11/2025;09:23;09:42;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;19
17/11/2025;09:59;10:13;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;14
17/11/2025;13:49;14:29;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
17/11/2025;15:02;15:17;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;15
17/11/2025;15:47;16:06;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;19
17/11/2025;16:17;16:35;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;18
17/11/2025;06:44;07:24;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
17/11/2025;07:41;08:36;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;55
17/11/2025;09:03;09:31;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;28
17/11/2025;10:10;10:29;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;19
17/11/2025;10:57;11:39;LU-02 Usinage;Matin;MA-10;Panne mécanique;42
17/11/2025;12:13;12:31;LU-02 Usinage;Matin;CS-10;Changement de série;18
17/11/2025;13:07;13:17;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;10
17/11/2025;13:45;14:25;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
17/11/2025;14:35;15:04;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;29
17/11/2025;15:28;15:37;LU-02 Usinage;Après-midi;LO-20;Saturation aval;9
17/11/2025;21:56;22:36;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
17/11/2025;23:16;23:39;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;23
17/11/2025;23:48;00:19;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;31
17/11/2025;00:48;01:13;LU-02 Usinage;Nuit;CS-20;Attente outillage;25
17/11/2025;06:46;07:26;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
17/11/2025;07:40;08:36;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;56
17/11/2025;08:58;09:09;LC-03 Conditionnement;Matin;LO-20;Saturation aval;11
17/11/2025;09:33;09:51;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;18
17/11/2025;10:18;10:32;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;14
17/11/2025;10:42;11:11;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;29
18/11/2025;06:35;07:15;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
18/11/2025;07:47;08:00;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;13
18/11/2025;08:11;08:56;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;45
18/11/2025;09:13;09:43;LA-01 Assemblage;Matin;CS-20;Attente outillage;30
18/11/2025;13:46;14:26;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
18/11/2025;14:57;15:27;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;30
18/11/2025;15:49;16:07;LA-01 Assemblage;Après-midi;CS-10;Changement de série;18
18/11/2025;16:43;16:50;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;7
18/11/2025;17:04;17:24;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;20
18/11/2025;06:57;07:37;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
18/11/2025;08:01;08:42;LU-02 Usinage;Matin;CS-10;Changement de série;41
18/11/2025;08:55;09:04;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;9
18/11/2025;13:38;14:18;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
18/11/2025;14:56;15:05;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;9
18/11/2025;15:35;16:02;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;27
18/11/2025;16:27;16:43;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;16
18/11/2025;21:34;22:14;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
18/11/2025;22:44;23:14;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;30
18/11/2025;23:46;23:56;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;10
18/11/2025;00:20;00:49;LU-02 Usinage;Nuit;MA-10;Panne mécanique;29
18/11/2025;00:58;01:20;LU-02 Usinage;Nuit;CS-10;Changement de série;22
18/11/2025;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
18/11/2025;07:49;08:18;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;29
18/11/2025;08:47;09:09;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;22
18/11/2025;09:18;09:48;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;30
18/11/2025;10:08;10:20;LC-03 Conditionnement;Matin;CS-20;Attente outillage;12
18/11/2025;10:29;11:00;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;31
19/11/2025;06:54;07:34;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
19/11/2025;07:47;08:10;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;23
19/11/2025;08:42;08:51;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;9
19/11/2025;09:19;09:45;LA-01 Assemblage;Matin;MA-10;Panne mécanique;26
19/11/2025;10:10;10:35;LA-01 Assemblage;Matin;CS-10;Changement de série;25
19/11/2025;13:51;14:31;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
19/11/2025;15:11;15:31;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;20
19/11/2025;15:46;15:54;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;8
19/11/2025;16:02;16:18;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;16
19/11/2025;16:31;16:40;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;9
19/11/2025;17:15;17:35;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;20
19/11/2025;06:38;07:18;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
19/11/2025;07:40;07:59;LU-02 Usinage;Matin;LO-20;Saturation aval;19
19/11/2025;08:23;08:39;LU-02 Usinage;Matin;MA-30;Défaut automatisme;16
19/11/2025;09:18;09:29;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;11
19/11/2025;13:29;14:09;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
19/11/2025;14:41;15:21;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;40
19/11/2025;15:37;16:07;LU-02 Usinage;Après-midi;CS-20;Attente outillage;30
19/11/2025;16:40;17:03;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;23
19/11/2025;17:28;17:39;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;11
19/11/2025;21:43;22:23;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
19/11/2025;22:58;23:37;LU-02 Usinage;Nuit;CS-10;Changement de série;39
19/11/2025;23:47;23:57;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;10
19/11/2025;00:27;00:44;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;17
19/11/2025;00:58;01:09;LU-02 Usinage;Nuit;LO-20;Saturation aval;11
19/11/2025;01:19;01:44;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;25
19/11/2025;06:46;07:26;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
19/11/2025;07:53;08:10;LC-03 Conditionnement;Matin;CS-20;Attente outillage;17
19/11/2025;08:42;08:56;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;14
20/11/2025;06:56;07:36;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
20/11/2025;08:11;08:34;LA-01 Assemblage;Matin;CS-10;Changement de série;23
20/11/2025;08:42;08:48;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;6
20/11/2025;09:21;09:37;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;16
20/11/2025;10:04;10:23;LA-01 Assemblage;Matin;LO-20;Saturation aval;19
20/11/2025;10:46;11:22;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;36
20/11/2025;13:50;14:30;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
20/11/2025;14:55;15:03;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;8
20/11/2025;15:34;15:48;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;14
20/11/2025;06:49;07:29;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
20/11/2025;07:38;08:07;LU-02 Usinage;Matin;AP-20;Composant non conforme;29
20/11/2025;08:18;08:33;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;15
20/11/2025;09:00;09:43;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;43
20/11/2025;10:11;10:35;LU-02 Usinage;Matin;CS-20;Attente outillage;24
20/11/2025;13:38;14:18;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
20/11/2025;14:42;15:03;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;21
20/11/2025;15:17;15:51;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;34
20/11/2025;16:23;16:42;LU-02 Usinage;Après-midi;CS-10;Changement de série;19
20/11/2025;17:15;17:27;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;12
20/11/2025;17:35;18:04;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;29
20/11/2025;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
20/11/2025;23:08;23:26;LU-02 Usinage;Nuit;LO-20;Saturation aval;18
20/11/2025;23:47;00:01;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;14
20/11/2025;06:57;07:37;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
20/11/2025;08:13;08:36;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;23
20/11/2025;09:16;09:46;LC-03 Conditionnement;Matin;CS-10;Changement de série;30
20/11/2025;10:15;10:23;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;8
21/11/2025;06:54;07:34;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
21/11/2025;08:02;08:13;LA-01 Assemblage;Matin;LO-20;Saturation aval;11
21/11/2025;08:36;08:51;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;15
21/11/2025;13:50;14:30;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
21/11/2025;15:04;15:42;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;38
21/11/2025;15:50;16:21;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;31
21/11/2025;16:55;17:26;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;31
21/11/2025;06:33;07:13;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
21/11/2025;07:44;08:07;LU-02 Usinage;Matin;CS-20;Attente outillage;23
21/11/2025;08:43;09:15;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;32
21/11/2025;09:47;10:02;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;15
21/11/2025;10:14;10:36;LU-02 Usinage;Matin;MA-10;Panne mécanique;22
21/11/2025;11:05;11:22;LU-02 Usinage;Matin;CS-10;Changement de série;17
21/11/2025;13:44;14:24;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
21/11/2025;14:42;14:47;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;5
21/11/2025;15:13;15:30;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;17
21/11/2025;21:38;22:18;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
21/11/2025;22:46;23:01;LU-02 Usinage;Nuit;AP-20;Composant non conforme;15
21/11/2025;23:33;23:55;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;22
21/11/2025;00:32;01:02;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;30
21/11/2025;06:40;07:20;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
21/11/2025;07:37;08:06;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;29
21/11/2025;08:24;08:43;LC-03 Conditionnement;Matin;LO-20;Saturation aval;19
21/11/2025;08:59;09:35;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;36
21/11/2025;10:08;10:23;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;15
24/11/2025;06:53;07:33;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
24/11/2025;07:57;08:17;LA-01 Assemblage;Matin;AP-20;Composant non conforme;20
24/11/2025;08:30;08:50;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;20
24/11/2025;09:11;09:42;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;31
24/11/2025;13:55;14:35;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
24/11/2025;15:03;15:28;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;25
24/11/2025;15:56;16:21;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;25
24/11/2025;16:48;17:04;LA-01 Assemblage;Après-midi;CS-10;Changement de série;16
24/11/2025;17:13;17:21;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;8
24/11/2025;06:47;07:27;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
24/11/2025;08:03;08:54;LU-02 Usinage;Matin;MA-10;Panne mécanique;51
24/11/2025;09:10;09:36;LU-02 Usinage;Matin;CS-10;Changement de série;26
24/11/2025;13:46;14:26;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
24/11/2025;14:38;15:03;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;25
24/11/2025;15:19;15:35;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;16
24/11/2025;15:43;16:07;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;24
24/11/2025;21:39;22:19;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
24/11/2025;22:50;23:03;LU-02 Usinage;Nuit;CS-20;Attente outillage;13
24/11/2025;23:13;23:31;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;18
24/11/2025;00:06;00:19;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;13
24/11/2025;00:49;01:33;LU-02 Usinage;Nuit;MA-10;Panne mécanique;44
24/11/2025;06:30;07:10;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
24/11/2025;07:45;07:53;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;8
24/11/2025;08:13;08:40;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;27
24/11/2025;08:55;09:14;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;19
24/11/2025;09:38;09:57;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;19
24/11/2025;10:30;11:00;LC-03 Conditionnement;Matin;CS-20;Attente outillage;30
25/11/2025;06:41;07:21;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
25/11/2025;07:54;09:05;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;71
25/11/2025;09:42;10:27;LA-01 Assemblage;Matin;PL-30;Réunion, formation, audit;45
25/11/2025;10:55;11:17;LA-01 Assemblage;Matin;CS-20;Attente outillage;22
25/11/2025;11:43;11:57;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;14
25/11/2025;12:20;12:31;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;11
25/11/2025;13:00;13:54;LA-01 Assemblage;Matin;MA-10;Panne mécanique;54
25/11/2025;13:35;14:15;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
25/11/2025;14:47;14:54;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;7
25/11/2025;15:04;15:35;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;31
25/11/2025;15:43;16:00;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;17
25/11/2025;16:27;16:58;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;31
25/11/2025;17:36;17:48;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;12
25/11/2025;06:38;07:18;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
25/11/2025;07:52;09:04;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;72
25/11/2025;09:30;10:15;LU-02 Usinage;Matin;PL-30;Réunion, formation, audit;45
